tweet_id,label,content,tree_size
531131094276382720,unverified,reports indicate #isis leader abu bakr al-baghdadi has been injured in a us air strike. #syria #iraq,137
544154048950435840,false,today's cover: meet the teen who's made $72 million trading stocks on his lunch breaks URL URL,110
727854332188577792,unverified,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company URL,373
742012307694223361,unverified,#orlando oh look the muslim shooter was also a democrat! URL,280
707332312724283392,unverified,"obama to skip nancy reagan's funeral for music, film festival in austin, tx URL via @waynedupreeshow",188
387009577763360768,false,really? amber alert website goes dark under government shutdown URL,485
407192370040803329,true,remembering paul walker: URL URL,273
516386101766782976,unverified,"some authoritarian americans are pissed that i'm helping this hong kong ""hands up, don't shoot"" picture go viral: URL",176
407177474788057088,true,r.i.p to the driver that died with paul walker that no one cares about because he wasn't famous.,2540
523123023646175233,false,the nigerian government says it has secured the release of 200 schoolgirls after agreeing ceasefire with boko haram. URL,265
755447443009916929,unverified,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich URL URL,130
761675705956655109,non-rumor,exclusive! angelina jolie will be a visiting professor at georgetown university: URL URL,866
348209998565879810,false,"paula deen: ""forget the food network. i've already been offered a cooking show on the new fox news food channel.""",130
489887806018183168,false,malaysia airlines executive releases partial list of passengers' nationalities: URL URL #mh17,104
489841070818488320,false,'nine britons and 80 children' feared dead after flight #mh17 'shot down' URL URL,242
364589696573124609,false,fukushima: highly radioactive water seeping into the ocean URL,370
688763993633107968,non-rumor,"""we have now cut off every single path that iran could have used to build a bomb."" —@potus #irandeal URL",684
693272659447119873,non-rumor,"report: breast-feeding increase could save more than 800,000 lives annually URL URL",477
524168442841010176,false,"no, banksy has not been arrested - this story is a hoax URL URL",194
705092738224525312,unverified,"breaking news: search ""how can i move to canada"" skyrocketed following #supertuesday URL",216
509084603617792001,false,don't worry ppl #isis isn't a threat to homeland. man wearing body armor with isis flag on it arrested in #texas URL,186
693533469922693120,non-rumor,"still sobbing over @onedirection's #1dhistoryvideo, hbu? URL URL",411
510918747188514816,true,breaking: video claims to show beheading of british aid worker david haines by #isis.,382
525301290218553344,true,hero: kevin vickers moments after shooting dead canadian parliament attacker - URL / URL,138
500394061887709184,unverified,"the press conf makes #ferguson pd look like they've gone from stonewalling to counter punching. we give up a name, we drag his thru the mud.",136
724661834419048448,unverified,"hey guys, target isn't backing down check the usa today article about the boycott URL",129
757190314880884736,unverified,"donald trump: ""...laziness is a trait in blacks. it really is, i believe that. it’s not anything they can control.” URL",144
692780496590254081,non-rumor,an undefeated high school wrestler lost on purpose against an opponent with down syndrome: URL URL,1387
761381302260031489,non-rumor,"happy birthday, @potus! URL",1722
644321231618076673,non-rumor,breaking: 15.1 foot tsunami reported in coquimbo. #earthquake #tsunami,354
775672628493357057,unverified,clinton hides failing health? full disclosure now: covert doctors and nurses URL via @mailonline #maga @realdonaldtrump,584
693240976970752004,non-rumor,the broadcast premiere of @zaynmalik's #pillowtalk is on mtv right now 💥 URL URL,1006
551575491430211584,true,"19-year-old girl wakes up during brain surgery, asks doctors ‘how’s it going?’ URL via @foxnewshealth",460
380140114552188928,false,"can twerking in louisiana really get you a ""mandatory 30 days in jail""?! URL",201
273182568298450945,false,42 million dead in bloodiest black friday weekend on record URL,354
80084555733803009,false,hoax: mcdonald's issues official statement on racist sign [updated] URL #seriouslymcdonalds,166
522534012544638976,unverified,report: christian bale will play steve jobs URL URL,171
725983128444129280,unverified,starve the beasts destroying our #civilsociety #target stock ➡️ sinks $1.5 billion URL URL,332
500327106824245249,unverified,"all weekend ppl will be talking about the ""robbery"" instead of the shooting bc #ferguson pd didn't release any info about the shooting.",112
692745208421679104,non-rumor,"surprise surprise, @shaq. on @jimmykimmellive, the lakers icon learned he'd be honored w/ a staples center statue. URL",326
489798752358916096,false,malaysia airlines plane mh17 'shot down in ukraine near russian border' URL URL,119
427831952826449920,true,ex-marlboro man dies from smoking-related disease - URL,127
552821069036670976,unverified,4 #charliehebdo cartoonists killed: - charb - cabu - tignous - georges wolinski #jesuischarlie URL,870
527138218505175040,true,"pope francis again appears to suggest progress, but just makes false claims, as his religious belief requires of him URL",146
766808183696351233,unverified,"""laziness is a trait in blacks""-trump, according to former president of trump plaza hotel and casino @vitico46 URL",284
538729383662338049,false,if darren wilson was paid by @abc it would be a painful reminder that destroying black life remains profitable in america. #ferguson,426
514540926640087040,false,the iphone 6 plus really does have a bending problem URL URL,195
723511860516016128,unverified,all in purple: memorials and landmarks across the globe honor #prince after his death. URL URL,146
684118654418419712,non-rumor,"dammit, janet! fox’s rocky horror picture show casts @victoriajustice URL URL",365
534543768653807618,false,wtf? community agitator obama secretly met w/ ferguson activists & told them to stay on course URL URL,144
516705572373397504,unverified,fierce fighting reported on the outskirts of baghdad as isis jihadists fight one mile from western city boundary. so much for airstrikes.,154
693718533239365633,non-rumor,1 billion young people will start work in the next decade—only 40% in jobs that now exist URL URL,465
691986377584549888,non-rumor,videos show suffering of starving in syrian town of #madaya. URL URL,274
524152657783820288,false,graffiti artist banksy arrested in london; identity revealed - national report | national report URL via @wpusta,103
501934077612941312,unverified,wapo: 'british examining [foley] video...to compare it with former guantanamo bay prisoners...believed to have joined the islamic state.',367
525033697045925888,true,"ottawa shooting: how events unfolded, first shots fired at 9:52 a.m. at the war memorial URL URL",140
407169885345943552,true,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous,150
489800427152879616,false,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL,536
523888836456108032,true,"scientist discover a puppy-sized spider in the rainforest, better known as the 'nope' spider URL URL",1660
427690961280696320,true,man who portrayed the marlboro man in the 1970s dies from smoking-related disease URL,289
521769631519092736,unverified,#recall iraqi chem weapons gwb lied about? kobani kurds report isis using chem weapons! URL URL,162
692727606718824448,non-rumor,"""this ball feels a little flat to me!"" icymi: von miller joked about the patriots football he intercepted: URL",564
650975967146602496,unverified,uk • you're right to be nervous about the 5p plastic bag charge. when they implemented this in california the streets ran red with blood.,223
549599086073368576,false,argentina's president adopted a jewish boy to save him from life as a werewolf URL URL,217
693185488644149248,non-rumor,poll shows 40 percent of germans want merkel to resign over her refugee policy: URL URL,443
372914976102834176,false,"fukushima reactors leaking into groundwater, can't be stopped from getting in ocean, buildings now on mushy land URL",220
534303066867367937,false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",155
688110059553861634,non-rumor,here's what @potus keeps in his pockets to remind himself of the people he meets along the way. #youtubeasksobama URL,735
523123779124600833,false,"boko haram ceasefire includes release of 200+ #bringbackourgirls hostages, nigerian government says URL",1121
525116411887513602,true,canadian cpl. nathan cirillo killed by gunman while guarding canada's national war memorial: URL URL,224
407211258304552960,true,paul walker was doing good and giving back on the day of his tragic death: URL,92
557885928417816576,false,"mr. president, stop mansplaining your ""need"" to have government care for *my* children URL #sotu",172
524991240270807042,true,"police in #ottawa cannot confirm whether gunman shot dead in parliament is the same person that shot and killed soldier at the war memorial,",117
693549273468764160,non-rumor,"her father shot her in the head, as an ""honor killing"" URL via @nytopinion URL",393
370855596050108416,false,"fukushima's new looming crisis: radioactive groundwater seeping toward pacific ocean, @mariyamaguchi reports: URL -jm",164
436001434212249600,false,talking angela is an app that has been hacked and asks for you personal information. spread the word URL,121
689208632148365314,non-rumor,"eagles guitarist glenn frey has died, the band announces URL",2886
524958992330522624,true,"police, bystanders and soldiers rushed in to help after the memorial shooting in ottawa URL URL",156
693068611951300608,non-rumor,"ooooh my, d-rose. URL",398
531659884430106624,true,"in new york city, marijuana may mean ticket, not arrest URL",137
509463933564891137,true,"huh. the wall street journal reports microsoft is close to a $2b deal with mojang, aka the creators of minecraft. URL",166
524926472432410625,unverified,"one person shot outside centre block, a second wounded inside the building in parliament hill shooting URL",110
693643778033344512,non-rumor,nonwhite actors nearly swept every nominated category at the #sagawards URL URL,441
690296550803636224,non-rumor,"""our children should not have to be worried about the water that they're drinking"" —@potus on the situation in flint URL",710
500363740311982081,unverified,what's so frustrating is that now we are talking about a robbery and not the killing of an unarmed kid. #ferguson,225
658755852199927808,unverified,"test finds human dna in hot dogs, meat in vegetarian products URL URL",102
748543642323783681,unverified,"obama cuts military pay third year in a row, while pushing $15 min. wage for burger flippers URL URL",550
524227209976745984,false,up to 34 million green cards and work permits... URL,172
732004388181434368,unverified,target’s new transgender policy raises all sorts of questions. URL,124
684878165714563072,non-rumor,"as of january 12th, microsoft will no longer support internet explorer 8, 9 or 10. URL",282
532275383430041600,true,sugarhill gang's big bank hank dies at 57 from cancer URL URL,266
513749585391390720,true,starbucks is testing a new latte that tastes exactly like guinness: URL URL,274
534409916560461825,false,a world without chocolate?! two of the world's biggest chocolate makers could face a shortage: URL URL,189
538193964479045633,unverified,afghan woman kills 25 #taliban militants after son shot dead URL #bravo URL v @sydrza,369
693234925252775936,non-rumor,"meet quasimodo, the dog with the short spine URL URL",673
553136604882014208,false,‘banksy’ instagram tribute to #charliehebdo victims not posted by artist URL (pic: lucille clerc) URL,347
687786822475366401,non-rumor,woah! olivia pope ditches the white hat for a hot new look in this badass scandal promo: URL URL,298
525009850104037376,true,#kevinvickers hailed as hero who took down attacker at parliament hill URL #ottawashooting URL,307
436195672677953536,false,"*reads things about talking angela* ""talking angela gets ur personal info"" ""talking angela can access all ur photos"" URL",125
521772674155286528,unverified,alarming isis uses chemical weapons against kurds in #kobane ☛ URL #savekobane #drwidad☮ URL,129
727187859367546880,unverified,good news!: target stock plummets #lbgtq #bathroombill URL #tcot #pjnet #rednationrising URL,149
348203818741272576,true,"'outrage' is an understatement >> irs sent $46,378,040 in refunds to 23,994 ‘unauthorized’ aliens at 1 atl address URL",180
522654603675176960,unverified,spider burrows through man's appendix scar and crawls under his skin URL URL,189
692098463262216192,non-rumor,✨ happy #gossipgirlday ✨ URL,1821
524962676665888769,true,"update: 'most of downtown #ottawa is in lockdown,' police say: URL",144
505657661120348163,false,"15 year old ""swatter"" got 25 years URL",177
386998038004113409,false,this is a new low. obama spent money to close natl parks but shut down the amber alert website. look for yourself: URL,253
683731779342188545,non-rumor,oregon militiamen receive fitting nickname: #yallqaeda URL URL,981
527947775905103872,true,seth rogen has been cast as steve wozniak in the steve jobs biopic starring christian bale. URL URL,221
692374052082708480,non-rumor,report: spider URL,2868
747275598347837440,unverified,newsflash⚡️the #orlando shooter was a muslim and a democrat✔️ not a republican or christian❌ #gaypride2016 URL,376
532231906364911616,true,the sugarhill gang's big bank hank has died at 57: URL URL,142
568075025418317826,true,uk #krispykreme apologizes for 'kkk wednesday' customer promo. URL URL,166
774833492865593344,unverified,"nurses save lives of all different races and colors, but @hillaryclinton thinks we belong in a #basketofdeplorables. URL",473
760928376668454912,unverified,"before hillary clinton, there was victoria woodhull, a pro-life feminist who ran and was nominated for president. URL",292
728013148788154368,unverified,report: caitlyn jenner will pose nude for sports illustrated URL URL,444
532297096356167680,true,so sad to learn big bank hank has passed away--the sugarhill gang rapper was 57. URL URL,372
511918957255991296,false,three of five detainees swapped are now isis leaders: URL #talibanswap #tcot #ccot #usa #bowie URL,153
489975398151618560,false,a memorial for #mh17 victims forms near the netherlands embassy in kiev: URL (roman pilipey/epa) URL,159
764573523713011713,non-rumor,"""we've set the first-ever national standards limiting the amount of carbon pollution power plants"" can emit —@potus: URL",739
693673606279229440,non-rumor,how 2 little-known actors became the obamas URL URL,297
517053056211357696,true,cdc has confirmed that the patient in dallas has tested positive for the ebola virus. we'll have more coming up on khou 11 news at 4 p.m.,172
538760398003253248,false,karma🙀#ferguson protestor accidentally burns🔥down own house🏡 URL @sheepawoken @youngblkrepub #tcot URL,135
691656866972209152,non-rumor,"boss wants friendly, relaxed company culture in place by friday URL URL",426
552661209204260864,true,dog found abandoned at scottish train station with suitcase filled with it's belongings: URL URL,408
521821037726797824,false,breaking: patient being tested for ebola in kansas URL URL,122
525040767317082113,true,"more: ottawa shootings suspect identified as michael zehaf-bibeau, 32; unclear if there are other shooters: URL",138
723644048867774464,unverified,niagara falls turned purple on the day prince died: URL URL,132
525300042207612928,true,pictured: kevin vickers moments after shooting dead canadian parliament attacker URL URL,142
524948703850029056,true,breaking news: ottawa police confirm at least 3 separate shooting sites and multiple suspects - URL,125
742050150307246080,unverified,shooter in orlando was: a. muslim b. registered democrat voter c. isis d. homophobic e. ready for hillary URL,171
427662266993889280,true,actor who portrayed marlboro man in cigarette ads in late 1970s dies from smoking-related disease: URL,142
521835345059389440,false,north korea media says kim jong un has made appearance after 40+ days missing: URL URL,191
520244836084228096,false,a penis spray-painted on a $2.5 million bugatti was just for a prank video. URL URL,135
516434071631974400,unverified,"breaking: show of solidarity from #hongkong to #ferguson; hands up, don't shoot URL",750
690431187916099584,non-rumor,"north korea says it has arrested a us student on charges of committing a ""hostile act"" URL",549
560207034545889281,false,how to say ‘i love you’: 1.) have my fries,949
407169699559247872,true,"celebrities, friends and co-stars react to paul walker's tragic death. #rippaulwalker URL URL",186
407233172380733441,true,paul walker's last pic before his death in car accident :'( #rip #paulwalker URL,232
527295015643394048,true,jose canseco accidentally shot himself in the hand at his las vegas home URL URL,595
536826622725218304,true,that powerful lego letter to parents from the 1970s? it's real URL URL,218
749286768554438658,unverified,what's the no. 1 killer of americans? these rankings have changed little over the years URL URL,168
514067907475959808,false,florida woman surgically adds third breast in bid to become reality tv star URL via daily mail,544
534337548680978432,false,"we are running out of chocolate, warns world's largest chocolate manufacturer URL URL",136
377002232257855488,false,j.k. rowling is working on an 8th harry potter book.,345
563123548857053184,false,texas🇺🇸first islamic tribunal in us🙀sharia law➰in america❌must stop🚨 URL @_fritobandito_ @amymek URL,164
524925033626738688,true,scene at ottawa war memorial. soldier on duty shot. URL,110
524685073979678721,true,meet the south american goliath birdeater -- a spider the size of a puppy: URL URL,343
524976526891417600,true,"the canadian soldier shot at the war memorial in ottawa has died, according to two members of parliament. live blog: URL",627
489836271049928704,false,could a buk surface-to-air missile system have brought down malaysia airlines flight 17? URL #mh17 URL,192
687674548712505346,non-rumor,alan rickman's goodbye letter to harry potter is just perfect: URL URL,704
407164247768977409,true,r.i.p to the driver who died with paul walker that no one cares about because he wasn’t famous.,195
531676808836833280,true,francis teaches you how to make your own doritos flavored mountain dew! watch: URL then share! :) URL,194
686493272806576128,non-rumor,"bowie's last album was 'parting gift' for fans, in carefully planned finale URL URL",431
407198255793987584,true,2013 was doing alright till i found out paul walker died ..,843
525305690257379328,true,a touching tribute to a fallen soldier URL URL,166
524178388282802176,false,"no, banksy hasn’t actually been arrested URL URL",100
538133250066366464,unverified,don't underestimate women. an afghan woman called reza gul killed 25 taliban in a 7 hour gun battle. URL,122
514148279601606656,true,starbucks is experimenting with a beer-flavored latte that reportedly tastes like guinness URL,209
693537938425171968,non-rumor,"when an iowa man asked ted cruz an uncomfortable question, the room went silent URL URL",500
693284114724700160,non-rumor,boeing wins contract to build new air force one presidential jets URL URL,399
380055172896272384,false,"a city in louisiana has made ""twerking"" illegal, imposing a punishment of 30 days in jail for a first offense",382
436074888638763008,false,"""talking angela gets ur personal info"" ""he's a kidnapper"" ""he watches u through ur camera"" URL",304
553040930144792576,false,banksy shares simple but beautiful tribute to charlie hebdo cartoonists URL,224
727179214546456577,unverified,target's stock has taken a $2.5 billion hit over its insistence on insulting regular customers URL,252
692566765822435328,non-rumor,whether on the sideline or at a retirement community in nc ... just gotta dab on 'em. (via piedmont crossing/fb) URL,1460
693822949456007169,non-rumor,"german forest ranger finds that trees have social networks, too URL URL",376
539052152602107904,false,breaking: gill rosenberg (31) from tel aviv former idf soldier was captured by isis after going to iraq to join kurds & fight isis - ch 2,147
693217698482933760,non-rumor,".@cornelwest joins @berniesanders for rally in davenport, iowa. watch live: URL URL",392
699252269414354944,non-rumor,a eulogy for the show that changed kids' tv forever: #gravityfalls URL URL,1039
536808074431184896,true,"another letter to parents, included in 1970s lego sets URL URL",464
690954487322796032,non-rumor,"fact: for the first time ever, more than 90% of americans have health coverage. #acaworks URL",737
516371936604352513,unverified,"oh, my. rt @dangillmor hong kong ""hands up, don't shoot"" emulation of ferguson protests is such a powerful image: URL",187
523566838958284801,false,"what? rt @70torinoman: walmart donates $10,000 to support darren wilson #ferguson #boycottwalmart URL",145
651486105628463105,unverified,black people can be so stubborn to change.... #5pbagcharge URL,1983
525411618231169025,true,photo: dogs of canadian reservist killed at national war memorial wait for him to return home URL URL,207
692745861978263552,non-rumor,one more day until friday... URL,432
524181699043663872,false,"calm down everyone, banksy hasn't been arrested #banksy URL URL",278
692692529779707904,non-rumor,"the @who sets up zika ""emergency team"" after ""explosive"" spread of the virus URL URL",592
524972443308683264,unverified,statement from ottawa hospital: received 3 patients. 2 in stable condition. URL,151
686701278785843200,non-rumor,.@selenagomez was on the prowl for hot guys at the #instyleglobes after-party: URL URL,280
520299904934371328,true,officials took away this halloween decoration after reports of it being a real suicide victim. it is still unknown. URL,1558
524950507023245313,true,listen to our live special coverage of parliament hill shooting here URL URL,98
376982539132366848,false,j.k. rowling is working on an 8th harry potter book.,1547
524947149134774272,true,updated | attacker shot dead in parliament after soldier shot at national war memorial: URL #cbcott #ottnews,117
516313006427602944,unverified,"incredible! rt @ryan ""hands up don't shoot has travelled from #ferguson, missouri to #hongkong"" URL",152
528976109518721024,false,obama declares stay-at-home moms aren't worth a hill of beans; says it's a choice 'we don't want americans to... URL,546
407209131351629824,true,we send our deepest condolences to the family and friends of paul walker and roger rodas. URL URL,214
531183173443801088,true,"i don't want to live on this planet anymore. rt @juddlegum pepsi is making a doritos-flavored mountain dew: ""dewitos"" URL",311
621025025806577664,non-rumor,"sure, first you dump pluto by calling it a dwarf planet, then you drive by its house to make sure it’s not dating any other solar systems.",276
693123067204243456,non-rumor,.@potus announces new rule aimed to advance #equalpay URL URL,427
524593547807178753,true,giant puppy-sized spider found in south america said to be world's largest URL URL,268
692453106622275585,non-rumor,chat about @mtvteenwolf with @mandaaabearr + @kaitiii URL,270
685232704774787072,non-rumor,traffic camera accidentally snaps beautiful photo of a snowy owl — URL URL,362
519867098945044480,false,someone spray painted a penis on a $2.4 million bugatti veyron: URL URL,2570
685473149291479040,non-rumor,elvis presley was born on this day in 1935 URL URL,266
514142113601437696,true,"well, this is one way to quit your job. watch alaskan reporter charlo green quit live on air. URL URL",986
676586804242309121,unverified,"isis has been killing babies afflicted with down syndrome and other disabilities, activists claim URL",118
676970570160988160,non-rumor,talk times @ 2nd brk cruz 13:18 rubio 12:01 trump 10:30 paul 9:00 christie 8:39 bush 8:27 kasich 8:21 carson 7:55 fiorina 7:27 #nprdebate,419
504106473467944960,true,this audio tape played on #cnn seems to corroborate witness accounts that #darrenwilson kept shooting after #michaelbrown tried to surrender,141
509464271118688257,true,source: microsoft in discussions to buy 'minecraft' maker mojang for more than $2 billion - @wsj URL,465
407162181059612672,true,paul walker died at the age of 40 saturday. our hearts go out to his family and friends: URL,108
515918632178577408,false,groundbreaking female pilot who bombed #isis is now disowned by her family: URL URL,537
524646141938647043,false,"after the fake news of banksy being arrested and unmasked, the real banksy has shockingly revealed himself! URL",207
525285199530455040,unverified,man cut off penis and threw it in bin after girlfriend dumped him over small manhood URL URL,874
767580827513397252,non-rumor,"mexican president pena nieto plagiarized law thesis, report says URL URL",1427
501768276523761666,false,a list of overnight arrests in ferguson shows a much higher number than officials reported URL URL,1174
691700082601758720,non-rumor,"""ted cruz is by far the most consistent conservative in that crowd."" URL | ap photo URL",413
566999951449001984,true,"#assholeoftheday sen. thomas corbin, for saying women are ""a lesser cut of meat"" URL URL",1063
726086935903494144,unverified,"target boycott crosses 1 million signers, stock sinks by $1.5 billion - breitbart URL",158
407182194206322689,true,the motoring world responds to paul walker's death URL URL,103
665498651742085124,non-rumor,poland says cannot accept migrants under eu quotas after paris attacks. more updates: URL URL,437
495583434954514432,false,"bird pooped on #putin when he was saying ""violence begets violence"" at the opening of monument to the 1st world war. URL",124
501774615837163521,false,list of overnight arrests in #ferguson much higher than officials reported URL URL via @fergusonunity,351
407212665350942720,true,'fast and furious' cast mourns paul walker's death URL,126
513779458340569088,true,starbucks is testing a new latte that tastes exactly like guinness URL,191
693501482721681408,non-rumor,"on this date in 1996, magic johnson returned to the nba more than four years after testing positive for hiv. URL",710
707308274270539777,unverified,no one is surprised by this.of course obama is skipping nancy reagan's funeral.dignity isn't his strongest attribute URL,144
500354773133299713,unverified,"in 2009, #ferguson police beat a man and charged him for bleeding on them: URL",222
543319210659971073,false,it’s a dog’s afterlife: pope francis says there’s a place for pets in paradise URL,158
549975297160802304,unverified,dammit - a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL via @jobarrow @buzzfeednews,481
692922211338981377,non-rumor,"the bank of japan introduces negative interest rates to counter the ongoing economic slump, in a surprise move. URL",1032
516377014790782977,unverified,"protestors in hong kong mimicking the ""hands up, don't shoot"" of ferguson demonstrations (alex ogle/getty) URL",1336
537378640653475841,false,"darren wilson was paid $500,000 for his abc interview. and so the hands of racism and capitalism continue to wash one another.",229
490136764619948032,false,the fact that malaysia airlines #mh17 was shot down may hinder insurance payouts URL URL,112
553461741917863936,unverified,rural region of northern france searched in hunt for #charliehebdo gunmen - latest updates URL URL,192
687956181646753792,non-rumor,"here's the letter alan rickman wrote for us back in 2011, upon completing harry potter & the deathly hallows: URL",679
689555819059351552,non-rumor,so-called islamic state's propaganda magazine confirms british militant known as jihadi john died in november URL,649
716424773216022530,unverified,it seems @berniesanders has won back nevada! don't let @clarkcountynv dems rig it against @sensanders! #feelthebern URL,229
507454543169617920,false,"no, internet, betty white is not dead URL (photo: getty) URL",423
445495350171013120,true,#prayforchristopher please rt/fav this it means u care and maybe chris brown will see this and will see that we care and smiles again,110
689549346875031552,non-rumor,islamic state has confirmed 'jihadi john' is dead following reports he was killed in a drone strike in raqqa last year,424
762775964224847872,non-rumor,watch @potus and @flotus share their favorite olympic memories—and cheer on #teamusa: URL URL,1175
717081129627553792,unverified,"this is kenny, the tiger with down syndrome. this proves you don't have to perfect to be beautiful ❤️ URL",1106
513015596879867904,false,@legendgary #hitemup! bad boy c.e.o. @iamdiddy arrested in connection with murder of tupac shakur: ... URL @wethewest,369
489796088338341888,false,breaking: malaysia airlines plane 'shot down' was carrying 295 people URL URL,117
518870005677826050,true,hewlett-packard to split pc and printer business from corporate hardware and services: URL $hpq URL,248
692405195796529152,non-rumor,"convicted killer levi bellfield finally admits to murder of schoolgirl milly dowler in 2002, police say URL",426
652349108653551616,unverified,surprising number of vegetarians secretly eat meat URL URL,222
407191058108256257,true,r.i.p paul walker ♥ he died doing what he loved♥ URL,98
767355933919997952,non-rumor,"suicide bomber who killed at least 50 in turkey was aged 12-14, state-run news agency quotes president as saying. URL",1064
692840850141753347,non-rumor,james mcavoy makes that another vote for #batman. do you agree? let us know with '#empirebvs'. URL,278
356268980211687424,false,obama files federal charges against george zimmerman following acquittal in shooting murder of trayvon martin | URL,122
407174474207731712,true,still cah believe paul walker died r.i.p paul walker r.i.p brian o'connor r.i.p fast & furious URL,92
407173794583695360,true,paul walker's genuinely admirable history of organizing & participating in international disaster relief missions: URL,106
407267881131732992,true,watch: paul walker's last trailer for the film hours. the movie is set to release in two weeks. URL,99
767462297270968321,non-rumor,this was team usa's largest margin of victory in a gold-medal game since the dream team beat croatia by 32 in 1992. URL,704
538412662858588160,false,"mike brown murder trial witness, #deandrejoshua fatally shot & set on fire after verdict #deandrejoshua URL",307
427666815842414592,true,ex-marlboro man dies from smoking -related disease URL via @fox411,352
531085761521528834,true,"good sweet lord, pepsi is actually testing a doritos-flavored mountain dew URL URL",650
693456387880402944,non-rumor,"get ready to binge watch - the #gilmoregirls are coming back, this time to @netflix URL URL",294
563117355254161408,true,".@eamaddennfl successfully predicted the final score of #sb49. yes, it's true: URL URL",597
503610065769598976,unverified,#breaking: suspect in beheading of journalist james foley named as 24 y/o abdel-majed abdel bary. URL via @israelbreaking,162
566089610485579776,true,sc state senator also opposes bill that would make it harder for domestic abusers to own guns: URL URL,179
766299795833102336,non-rumor,"after initial dq, us women reinstated, will re-run 4x100m relay in bid to make final. URL URL",652
693618217667928068,non-rumor,"just when we thought we couldn't love steve carell more, he helps carol burnett up to the #sagawards stage. ❤ URL",275
514429381737852929,false,some iphone 6 plus owners accidentally bending their iphones in pockets URL by @kellyhodgkins,235
552810448324943872,unverified,"#charliehebdo shooting: gunmen shouted 'we have avenged the prophet"" during attack - reports URL URL",150
562313802369073153,true,"annual simulated 'madden' game made several accurate #sb49 predictions, including final score: URL URL",161
535579674152148992,true,fact: florida state university shooter's last facebook status was bible verse (matthew 5:3)..imagine if it was quran: URL,306
716092408920936448,unverified,international criminal george soros & his boi @davidbrockdc are sooo busted #fauxprotests #ringers @realdonaldtrump URL,364
524932056560963584,unverified,"breaking: at least 20 shots have been fired in the canadian parliament in ottawa, according to witnesses.",89
727116900983934976,unverified,. @target stock plunges in early days of @americanfamassc boycott. URL,144
692336523090509824,non-rumor,ai weiwei closes his copenhagen exhibit in protest of denmark's new asylum seeker law URL,274
524206851450486785,false,"no, #banksy has not been arrested URL URL",119
407229989902225408,true,his movies brought thrills and laughter to millions. can't believe he died in car crash rip paul walker URL,220
526757033186697216,unverified,"female peshmerga warrior rehana - credited with killing 100 isis scumbags - reportedly captured, beheaded #rip URL",170
692537942439501824,non-rumor,astronomers say they have confirmed the existence of the galaxy's largest solar system. URL,969
524952094986350592,true,our thoughts and prayers are with the canadian soldier shot while guarding the national war memorial in ottawa. #ableg #cdnpoli,123
514201362729828352,true,"three missing afghan officers are in custody at the u.s.-canada border, police say. URL",353
682629960826224646,non-rumor,live: dubai hotel on fire near the burj khalifa tower. URL URL,268
515717938025078784,true,"let's stop calling her the lady who was beheaded, etc. that dehumanizes her. she was colleen hufford. people loved her. she had a life.",190
658938136299511808,unverified,human dna found in hot dogs - and 10% of vegetarian sausages contain meat URL URL,118
692217618778972161,non-rumor,"2 people killed & 3 hurt at seattle area homeless encampment, police say. the shooter is at large. URL",419
692382471061663744,non-rumor,"today marks 71 yrs since the liberation of auschwitz, “city of death” URL #holocaustmemorialday URL",529
538129041539092480,false,"and @abc, please tweet saying that you did not pay or compensate darren wilson for the interview in any way. we're waiting. #ferguson",291
407205009676587009,true,the sudden & tragic death of #paulwalker reminds us that we shouldn't take even a moment for granted bc it can be over in a blink #sosad,113
504243239084236800,true,"new audio recording reveals shots, pause, more shots at mike brown killing.more shots than 6 fired. URL",167
553115236992290816,false,banksy's illustrated response to the charlie hebdo attack isn't by banksy. but it is striking URL URL,415
693408117225299968,non-rumor,the challenges saudi women face as they vote and stand in elections for the first time 📺 URL URL,410
522443333831262208,unverified,ok what mt @alexpappas: photo of passenger at dulles waiting for flight -- wearing hazmat suit URL URL,207
529857740059860992,false,dear president obama...it looks like stay-at-home moms vote too.,233
524935246647926784,true,"shots were fired at canada's national war memorial in ottawa and a ceremonial guard was shot, police say. URL",107
688281442162352128,non-rumor,"siege over at burkina faso hotel taken by suspected islamist gunmen, but reports say nearby hotel attacked URL",446
691327238353129472,non-rumor,congress allocates $90 million to protect remaining eagles members URL URL,479
407237676350185475,true,@realpaulwalker died in a fiery car crash. @fastfurious filmmakers will commemorate his legacy by dedicating the next six sequels to him.,109
524941041301225472,true,a canadian soldier has been shot at the country's national war memorial near parliament. URL URL,288
690985215691354112,non-rumor,"trump on supporters: ""i could stand in the middle of 5th ave. and shoot somebody and i wouldn't lose any voters."" URL",579
691564354567798784,non-rumor,explorer henry worsley dies after suffering exhaustion and dehydration during solo antarctic crossing attempt URL,1283
544514570367168512,unverified,#sydneysiege: latest video of hostages escaping. URL,283
692287441168900097,non-rumor,appeal court judges rule so-called bedroom tax is discriminatory in two cases brought against uk government URL,931
524291188422356993,true,adam we should do a test with this spider! ...adam? URL URL,138
549998575330275330,unverified,a transgender 17-year-old left a suicide note on tumblr pleading “fix society” URL,198
